Protein	KRT8_1	KRT8_2	KRT8_3	LMNA_1	LMNA_2	LMNA_3	ACTB_1	ACTB_2	ACTB_3	CTNNA1_1	CTNNA1_2	CTNNA1_3	MAPRE3_1	MAPRE3_2	MAPRE3_3	EGFP_1	EGFP_2	EGFP_3	Empty_1	Empty_2	Empty_3	NminiTurbo_1	NminiTurbo_2	NminiTurbo_3
POLR1E	0	0	0	0	11925.3	0	0	0	0	0	0	0	0	0	0	0	0	7508.41	0	0	0	0	0	0
SLIRP	0	0	0	0	0	0	0	0	0	6240.18	0	0	0	0	0	0	0	10996.4	0	0	0	0	2571.06	0
NIF3L1	5057.17	6244.2	6744.24	0	0	1530.05	3158.09	2517.07	5174.14	878.026	0	0	0	0	1739.06	5625.18	4185.12	11120.4	0	0	0	0	0	0
EGLN1	6558.18	7937.2	11670.3	0	0	2799.08	0	6320.16	9123.26	1599.04	0	1267.03	0	3640.09	3710.1	7769.19	9360.25	13893.3	0	0	0	0	0	0
PSME3IP1	9353.36	7096.29	13595.5	58101.4	101458	49645.9	12348.5	9301.34	15599.6	1813.07	2091.09	1650.06	5489.2	5372.21	5358.2	58540.6	62153.5	86809.4	960.041	0	0	1986.07	2685.11	2276.08
WWTR1	7363.19	2954.08	12937.3	4827.13	0	0	7687.2	3940.09	8591.21	0	0	0	0	0	0	10089.3	3335.11	3280.1	0	0	0	0	0	0
MFF	9542.31	10258.3	13848.4	0	2784.08	0	11177.3	11065.3	15633.4	1839.05	1733.05	0	2933.09	0	2780.08	13796.4	20793.6	26261.8	0	0	0	0	0	0
NAA50	11415.3	10584.3	6924.18	7273.2	9693.28	0	9969.27	10776.3	5225.13	0	3825.09	0	2107.05	0	0	3746.08	13784.4	8947.33	1405.04	0	3023.08	0	0	0
CHRNA10	0	0	0	0	8656.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKRN2	11398.3	13471.3	17997.5	0	0	5919.17	0	0	0	0	0	0	3783.1	0	4077.11	15872.5	0	0	0	0	0	0	0	0
MTFR1L	4828.15	7965.23	10870.4	0	0	0	5374.2	1959.06	11388.5	0	0	0	758.021	0	0	6622.26	7295.25	12543.5	0	0	0	0	0	0
TMEM126A	0	0	0	0	2509.07	0	0	0	0	0	0	0	0	0	0	0	0	8063.22	0	0	0	0	0	0
PAIP1	31775.9	27469.8	44620.3	15475.4	18055.5	13004.3	25622.8	22866.7	32515	13984.4	14782.4	9419.28	14622.4	13200.4	16435.4	25234.8	32807	39984.3	13213.3	19147.5	13604.4	8703.24	13039.4	14266.4
CLPB	0	4881.16	0	26335.8	4148.1	0	0	0	0	0	1315.04	0	0	0	0	2725.1	3129.12	0	11107.3	0	0	15749.4	0	16533.4
MIS12	0	0	0	9033.29	8207.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB33B	0	0	0	0	7574.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13545.4
LSG1	26506.8	27608.8	32223.9	48703.5	62197.9	35344.1	18830.6	16043.5	16451.5	7741.25	6842.19	7345.22	17501.5	18945.6	17778.5	33523	33503	34175.1	0	0	0	0	0	0
FAM107B	0	0	3771.14	0	0	0	4786.2	7318.18	13475.4	0	0	0	502.021	724.026	0	2492.09	0	1570.06	0	0	0	0	0	0
NAT10	25547.6	31809.8	26660.6	42489	61129.3	46810.1	15264.4	12946.3	8326.27	6672.18	5110.13	3036.07	10493.3	8148.2	10703.3	43953.1	20860.6	25685.9	4158.1	7726.2	5386.13	4844.12	7297.19	7639.19
COMMD4	7346.23	6485.21	5737.15	0	4265.12	1988.07	6580.22	5659.19	6569.16	0	0	0	0	2248.07	2568.08	5079.16	5472.18	10103.3	0	0	0	0	0	0
KLC2	14284.4	15728.5	10257.3	0	0	0	10140.3	10540.3	9945.28	0	1667.05	0	7134.19	3890.11	2902.08	15320.4	11400.3	10730.3	0	0	0	0	0	0
BTBD1	8803.31	7915.25	12238.4	0	0	0	5831.2	4993.17	7713.27	0	0	0	4288.14	4506.15	0	9010.34	8644.31	16304.5	0	0	0	0	0	0
ILKAP	7014.16	8304.19	12096.3	53072.4	79750.8	33787	8955.27	9778.22	10807.2	2097.06	0	0	5133.16	5088.12	3293.09	47311.1	55289.2	59876.3	0	0	0	0	0	0
XRN2	9422.29	10349.3	12475.4	9223.27	16248.5	7029.2	7267.2	4492.14	8009.24	2458.07	2631.08	2333.07	4664.14	4241.12	4457.13	18321.6	23743.7	32771	2530.07	0	0	969.029	1902.05	0
SAP130	0	0	0	4937.14	13701.4	6130.15	0	0	0	0	0	0	0	0	0	16816.5	29401.8	15151.4	0	0	0	0	0	0
BRD8	0	0	0	6362.17	7382.25	3360.12	0	0	0	0	0	0	0	0	0	10358.4	12783.5	16416.6	0	0	0	0	0	0
NSRP1	0	0	0	18112.5	25087.8	7693.27	0	0	0	0	0	0	0	0	2153.05	22651.7	19664.6	13869.4	0	0	0	0	0	0
RACGAP1	3570.11	2961.07	17319.4	18884.5	31540.7	18017.4	10009.3	7831.18	15196.4	0	0	0	10763.3	8113.2	11498.3	27780.7	38574.9	56369.5	0	0	0	0	0	0
SIK2	5709.19	9608.3	12677.5	0	0	1444.04	7694.27	6165.22	8120.29	0	0	0	2126.07	2201.08	2222.07	8938.3	6728.22	9844.36	0	0	0	0	0	0
PUS7L	0	0	0	4404.18	7366.3	2978.08	0	0	0	0	0	0	0	0	0	7852.21	6925.29	11899.5	0	0	0	0	0	0
CSTF2T	25978.7	22847.6	34525.3	45078.4	52224.9	35667.2	34292	27531	38063.1	3991.14	6032.17	3487.12	11329.4	12244.4	13358.5	106452	98577.5	96897.7	0	1640.05	0	3075.11	0	3152.1
HDHD2	0	0	3723.1	0	0	0	0	0	0	2986.09	0	0	0	0	0	0	0	6488.18	0	0	284.01	0	0	0
DDX47	21936.6	19416.5	25486.8	12180.3	16139.4	11059.3	13489.4	15271.4	20255.5	5276.15	3630.09	4543.11	10053.3	9180.23	9237.24	15449.4	21379.5	31912.8	2572.07	4959.13	3797.1	2615.07	2993.08	3858.11
TSPYL1	4439.14	4986.17	0	5691.18	7582.24	4509.14	4240.13	3754.1	5152.16	0	0	0	0	2044.06	0	9919.35	11719.4	18420.6	0	0	0	0	0	0
SMG9	12683.5	14646.5	21782.8	2274.1	2352.09	0	12707.5	9667.25	15974.6	0	2002.09	0	7978.2	6661.18	8136.21	13806.5	15165.6	24289.9	0	0	0	0	0	0
C11orf54	2931.12	0	3950.17	2868.13	3510.09	943.031	2366.11	0	3828.17	1633.05	1654.08	0	1110.05	738.033	1873.07	0	3698.16	10422.5	2396.08	0	1041.04	1008.03	0	0
DNTTIP1	0	0	0	4718.15	4777.16	2913.09	0	0	0	0	0	0	0	0	0	3790.12	7460.23	9550.27	0	0	0	0	0	0
ANAPC1	52311.5	52690.5	64239.8	14979.4	23568.7	12701.4	25660.7	27232.7	32593.9	4128.11	5936.16	5012.14	13897.4	15708.4	15906.4	41556.2	44905.3	54898.5	0	0	0	1617.05	0	0
IRF2BPL	0	0	0	9367.29	15363.4	8527.23	0	4913.14	0	3175.09	3249.08	0	0	0	0	14232.4	15992.5	20322.5	0	0	0	0	1833.05	0
UNC93B1	11532.3	7394.21	8906.26	5717.17	9501.3	7107.22	742.027	0	1910.08	6559.2	7410.22	952.037	4071.12	0	5366.16	6654.21	1622.06	7860.25	4434.13	1937.08	1083.04	4274.14	1134.04	2066.08
POLR3F	2767.09	1689.05	3435.11	19843.6	27067.7	18082.6	4913.16	4089.14	5857.2	1193.04	0	0	4670.15	4831.16	3871.12	23540.8	21920.7	25780.9	0	0	0	0	0	0
KIF13A	21474.6	26354.7	35384.9	1998.06	10287.3	4251.12	18047.5	42722.1	21079.6	0	0	0	9256.24	5367.16	9114.23	29454.8	24525.7	34884.9	0	0	0	0	0	0
ASCC2	17037.8	20576	23414.1	3681.09	2042.05	1518.04	14158.4	8676.23	25187.6	1819.06	0	1174.03	4648.11	7077.2	12873.3	7646.23	20238.5	17355.4	0	0	0	0	0	0
RBSN	5788.14	5748.14	10334.3	0	0	0	6636.22	5194.18	8079.3	0	0	0	0	0	0	7791.29	6636.23	11598.3	0	0	0	0	0	0
OSBPL2	0	0	0	0	0	0	0	0	911.025	0	0	0	0	0	0	0	0	869.024	0	0	0	0	0	0
CDT1	0	0	0	8184.22	25117.7	10727.3	0	0	0	0	0	0	0	0	0	5394.16	1866.09	8560.24	0	0	0	0	0	0
EHD4	11099.4	6980.24	20523.6	0	3646.14	1547.06	9820.33	21105.5	11493.4	2556.06	2447.08	1992.05	2578.08	4017.13	3603.12	14987.5	14024.6	14968.6	0	0	0	0	0	0
VPS33B	14353.4	7666.22	4691.18	0	876.041	0	13210.3	9394.24	15546.3	0	0	0	462.021	0	0	3958.16	15435.4	14861.4	0	0	0	0	0	0
VPS16	5576.22	5321.13	10950.5	0	0	0	1070.03	0	3279.12	0	0	0	0	0	0	4644.17	22551.8	5816.22	0	0	0	0	0	16133.4
VPS11	18412.6	4648.13	6789.19	0	0	0	0	0	0	0	0	0	0	0	0	0	2506.07	5319.22	0	0	0	0	0	0
TRIOBP	6982.17	4616.12	6182.16	0	0	0	8550.23	8671.24	8900.24	1590.04	0	0	0	0	2537.06	7629.19	8413.22	8894.22	0	427.014	0	0	0	0
EPC1	0	0	0	2632.07	2568.07	5864.18	952.025	0	0	0	0	0	815.021	0	0	4170.12	11377.4	11456.4	0	0	0	0	0	0
SLK	46011.3	44413.3	55929.8	8021.22	9768.3	5990.15	46725.5	46758.4	57110.6	4602.14	4318.11	7106.2	14256.4	11891.4	14246.4	57750.6	50650.4	46354.3	0	0	0	2195.06	2118.06	0
PPIL3	4936.17	0	7168.24	4688.16	4762.13	0	0	0	5314.19	0	1406.04	0	0	0	0	4066.13	4698.16	4114.13	0	0	0	0	0	0
SLC38A1	0	0	0	0	0	0	0	0	0	2049.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDCL3	11594.3	10621.3	16661.5	3236.08	5336.12	2509.07	9967.24	11193.3	15509.4	0	0	0	1884.05	1473.06	2626.07	16804.4	12572.3	18820.5	0	0	0	0	0	0
RAB3GAP2	69622.8	63080.6	85799.2	20642.5	26392.6	13305.4	59583.6	46459.2	66942.7	2521.06	6167.19	4238.11	8977.25	10065.3	10697.3	95340.6	84187.1	115879	0	0	0	1080.04	1072.04	0
ADNP	14783.4	17891.4	21614.6	60174.5	88129.2	58847.6	15747.4	16978.4	20009.5	3729.1	3901.1	3267.08	16957.4	15756.4	15697.4	117131	106932	169991	0	0	0	1798.05	3100.08	4795.12
DHX36	24547.7	17673.7	32467.2	12608.3	22084.6	13343.4	14039.4	12545.3	20197.5	6227.16	5437.14	4419.11	9853.26	8089.2	11077.3	18312.7	24264.6	40052.1	2667.1	6846.19	1760.04	1852.05	3692.09	4568.12
PPA2	7733.22	7296.2	12973.4	9253.23	8907.29	5659.15	6634.22	4379.14	10159.3	9173.24	6947.18	4460.11	5054.14	4370.14	7356.21	5330.19	10643.3	8626.27	7193.18	8292.24	7675.24	4645.15	9697.26	8980.22
SPNS1	21255.7	15348.5	28491.1	5003.19	6339.23	2408.08	6384.24	3424.11	6737.26	0	0	0	2327.09	0	0	6697.25	6703.24	7724.27	0	0	0	0	0	0
ZNF106	7936.32	7481.22	9965.43	20293.6	20053.7	9446.38	3806.13	3440.11	7446.2	0	0	0	6723.21	7222.22	5455.18	24840.8	29257.2	21115.9	0	0	0	0	0	0
PNN	4705.13	11270.4	14113.4	4891.16	10584.3	5290.17	6283.2	3523.11	5915.19	1790.05	0	0	3368.11	6530.2	6605.2	19229.6	20134.6	21869.7	0	0	0	1673.05	0	0
FOXP1	0	0	0	3080.14	7978.28	2109.09	0	0	0	0	0	0	1208.04	0	0	4756.16	4571.19	6778.31	0	0	0	0	0	0
GGNBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483.025	0	732.031	0	0	0	0	0	0
TRIT1	4309.12	3972.12	5366.15	0	3010.09	1567.05	0	641.028	3152.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOLA2	31179.8	33180.9	32273	60589.6	40501	33957.8	53878.4	42309	63528.7	54360.3	56364.4	36374.9	39992	38774	40563.9	34781.8	66732.7	74187.8	30295.9	76517.9	58485.4	37541.9	53270.3	39948
TXNIP	3116.1	3751.16	2916.09	1493.05	3410.11	0	0	0	2553.07	0	0	0	0	0	0	0	3698.12	4906.16	0	0	0	0	0	0
TMX1	5510.15	4755.14	6627.17	18291.5	27676.8	15750.4	5702.15	0	6614.18	2992.09	0	0	2516.07	2400.06	0	5329.14	0	10953.3	0	0	0	0	0	0
NELFA	0	0	0	13387.5	18331.6	9545.34	3674.12	2870.1	4484.17	0	0	0	2519.08	2522.09	2313.09	17607.6	17226.6	23706.9	0	0	0	0	0	0
ACBD3	0	0	3908.11	0	0	534.023	4512.12	2790.1	3382.11	3825.1	1317.03	4227.1	2663.07	0	1078.04	24172.9	4163.13	4891.14	0	5360.14	3450.08	3708.1	20308.5	0
CDC42EP4	0	1905.07	0	0	0	0	5033.21	1733.07	2002.08	0	0	0	0	0	1295.05	2595.1	0	12609.5	0	0	0	0	0	0
KDM4C	0	0	0	2575.07	5556.17	4719.14	0	0	0	0	0	0	0	0	796.018	0	0	0	0	0	0	0	0	0
CENPH	10322.3	6820.2	12895.5	7352.25	8601.35	4084.14	6425.24	4697.14	8568.32	0	0	0	1108.04	2586.07	1115.04	9932.24	20470.5	14429.5	0	0	0	0	0	0
PTPN23	29012.9	27193.7	28060.8	3221.11	7440.19	5213.15	25678.7	20872.5	29099.8	3434.09	4195.12	3782.1	8338.22	12831.4	8571.24	35889	25849.7	32957.9	0	0	0	1324.05	0	0
UNC45A	66813.8	71060.9	82858.5	13848.4	18021.5	10218.3	40379.1	35355.1	45455.3	7023.19	8356.25	7368.22	16895.5	15957.5	14839.4	37505	37321.2	38889.1	0	0	1623.05	1375.04	2647.07	2555.07
DSN1	0	0	0	11630.3	10986.3	2824.07	0	0	0	0	0	0	0	0	0	2978.08	8227.23	7788.24	0	0	0	0	0	0
C1orf198	41314.4	32644.1	56952.3	4083.12	5910.19	3887.13	22765.7	16836.6	32891.2	6673.2	3174.09	4720.14	8173.22	9281.25	10147.3	22732.5	31559.2	21386.6	0	0	0	0	0	1701.05
CHMP4B	13557.4	9281.26	25218.7	13804.4	17935.5	8207.2	13276.3	9986.24	17238.5	1325.04	1528.05	0	5482.14	6113.15	3496.08	19454.5	16132.4	17151.4	0	0	0	0	0	0
CUEDC2	7982.33	6557.27	13204.5	3565.14	7347.3	3407.15	5309.21	9464.33	8944.38	0	0	0	1189.05	1378.06	1520.06	8107.35	10377.4	12386.5	0	0	0	0	0	0
PIGU	7551.22	7954.24	12569.4	42752.2	62461.7	44935.2	10065.3	0	0	0	0	0	0	0	0	18012.5	0	0	0	0	0	0	0	0
WNK1	46467.8	43449.8	61154.6	14941.4	24158.6	0	67752.8	41126.1	77524.2	13403.3	17637.4	14094.4	22270.6	22998.6	28781.7	77189.1	75863.1	84049.6	0	0	0	0	2135.05	2056.05
RNPEP	14705.5	11002.4	52509.4	9536.26	12318.4	7048.23	10611.3	7944.26	17661.5	11518.3	9963.27	5889.16	6643.22	5348.15	7849.21	7126.23	16236.5	26941.8	8634.26	11789.4	10817.3	6807.2	9098.29	11747.4
GOLPH3L	15363.5	12844.4	17028.5	5288.2	8672.31	4556.19	5935.24	12624.4	8072.29	607.026	0	0	2370.09	0	2524.09	6466.22	7267.25	8967.33	0	374.012	0	0	0	0
GOLPH3	27881	24872.9	37385.4	21851.9	39471.4	24569.8	29578.2	27400.1	42505.5	6118.2	6813.26	5154.18	12445.4	10854.4	13083.5	32369.2	38778.4	57997.2	2547.09	0	0	0	0	2423.09
SAV1	3640.14	9079.29	13835.4	0	0	0	0	0	0	0	0	0	0	953.022	0	0	1982.09	0	0	0	0	0	0	0
SMOC1	2576.07	2226.06	3690.11	0	3589.1	0	3385.1	2458.11	4880.2	0	0	0	0	0	0	5475.21	6752.2	7053.18	0	0	0	0	0	0
EPB41L1	24114	21496.6	38976.8	9871.3	8545.23	6927.22	55822.5	41397.8	52650.1	12949.6	15799.4	15899.5	10384.3	8538.4	10508.3	41280.8	43106.8	60543.6	0	0	0	2009.07	0	2760.09
GLIPR2	5493.18	3926.12	9046.32	4321.15	4627.17	1875.06	9319.38	4900.13	9288.34	1319.04	2112.08	0	1882.06	1983.07	2262.08	10814.4	13030.5	10250.4	0	0	0	0	0	0
FAM83D	33319.9	32881.9	44745.2	3767.1	8441.21	4006.1	9745.25	4220.11	13381.4	0	1771.04	0	12384.3	14777.3	18603.4	6786.18	14081.3	22722.6	0	0	0	0	0	0
ZHX3	0	0	0	8288.22	11254.3	6975.19	0	0	0	0	0	0	0	0	0	10553.3	2917.11	7306.2	0	0	0	0	0	0
TRABD	5759.18	4052.11	8431.25	0	0	0	7568.23	2340.06	4919.15	0	0	0	0	0	0	7881.24	4973.13	7656.2	0	0	0	0	0	0
SENP3	20341.7	26867.9	28239	7845.26	10034.4	6026.21	4806.18	4552.17	6751.28	956.031	1411.05	0	3237.11	2133.07	1810.06	13318.5	15140.5	25555.9	0	0	0	0	0	0
OSBPL3	10182.3	12070.3	10374.4	0	0	0	8698.21	6932.17	9424.26	0	0	757.037	1160.05	0	1146.05	9237.24	11176.3	12936.4	0	0	0	0	0	0
SMARCAD1	9369.22	10954.3	14237.5	6003.21	8307.3	6082.22	0	0	4766.19	0	0	0	233.009	0	0	6476.24	9089.34	9662.32	0	0	0	0	0	0
EHD1	19532.5	17982.6	26334.7	11051.4	11102.3	4594.13	24837.6	18285.5	27670.7	4037.12	4990.13	4574.16	4078.11	7286.23	6069.17	30893.7	25241.6	62097	0	0	0	0	0	0
PCIF1	0	0	0	1797.05	2754.08	951.036	0	0	0	0	0	0	0	0	0	0	5744.16	6174.17	0	0	0	0	0	0
ESF1	0	0	0	4847.16	5492.15	17195.5	0	0	0	0	0	0	0	0	0	7240.24	9221.31	11192.3	0	0	0	0	0	0
ALG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3405.08	0	0	0	0	0	0
ZNF644	6048.24	3237.11	10793.4	8220.24	10655.4	7410.22	0	0	0	0	0	0	2974.1	2648.07	3949.11	12752.4	14915.4	21478.7	0	0	0	0	0	0
HEATR1	39201.3	41869.5	48210.8	17415.5	25716	14864.5	15978.6	10770.4	16918.6	2698.1	4031.14	2809.11	6843.25	7340.27	7444.28	25253.9	31994.1	36661.3	0	0	0	2547.09	2763.1	0
PIEZO2	0	0	0	0	0	0	0	0	1736.05	0	0	0	0	0	0	0	0	4092.12	0	0	0	0	0	0
RABEP2	7355.23	9932.36	13348.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFB2M	8278.24	11288.3	14282.4	4551.12	6543.22	3394.1	4521.13	4328.13	6237.21	0	0	0	1986.06	3079.08	0	4998.15	6736.22	14341.4	0	2833.08	0	0	0	0
STEEP1	13714.5	16914.6	20504.7	98539.4	114110	71738.5	12949.5	11367.4	16803.6	1894.07	2413.08	2538.09	12490.3	12760.3	8712.31	48364.8	52175.9	65822.5	0	0	0	905.028	1796.06	1698.05
CIAO2A	0	0	3488.1	1935.05	0	0	0	0	0	0	0	0	1722.05	0	0	0	0	4676.17	0	0	0	0	0	0
DHX35	2517.07	0	0	3675.08	11569.3	2048.05	0	0	888.033	0	0	0	0	1427.04	1382.05	4736.11	3389.1	7850.27	0	0	0	0	0	0
NSUN3	0	2033.07	1973.06	0	0	0	0	859.029	1087.04	0	0	0	0	0	749.023	0	912.033	1585.05	0	0	0	0	0	0
BICC1	9753.26	12611.3	13811.4	0	0	0	11858.3	5368.16	21096.6	0	0	0	8360.21	8348.2	14300.4	16096.4	12127.3	15414.4	0	0	0	0	0	0
PCNX3	3415.09	3489.08	4434.1	0	1273.03	0	2183.06	2781.07	5218.13	0	0	0	0	0	0	3144.08	6759.17	8639.24	0	0	0	0	0	0
HAUS4	30131.8	37689.8	61365.6	0	0	0	7436.19	4236.1	20125.5	0	0	0	2972.08	3165.09	2562.06	13625.4	18086.4	20885.5	0	0	0	0	0	0
TUT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1901.06	0	0	0	0	0	0
REEP4	0	0	0	11985.3	15412.4	7979.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSTPP1	50269.4	43780.2	44111.1	10418.3	10367.3	4342.12	38534	29157.8	34392	7274.18	9320.27	8942.23	19141.5	21916.6	17173.4	39615.1	37108	31223.9	0	0	0	0	0	0
ILRUN	9075.23	4991.14	7209.2	2770.08	3066.08	0	3657.11	1267.05	4945.13	0	0	0	0	0	0	4549.12	4516.12	6215.16	0	0	0	0	0	0
CIAO3	2213.1	2859.09	5824.25	11626.3	9532.29	7829.22	13255.4	12637.3	15412.4	9165.26	8182.23	5253.14	7718.2	0	8696.23	2000.06	4155.12	16654.5	3818.11	12406.3	8840.23	6271.17	7944.22	7688.22
DHX33	0	2200.08	3396.15	0	0	0	0	0	0	0	0	0	0	0	0	3257.14	3267.13	5244.21	0	0	0	0	0	0
NOL6	7585.18	8951.23	12244.3	18155.7	25737	13799.6	7250.19	7952.23	10642.4	0	1732.05	0	4284.15	3960.14	5257.17	28306.8	25875.7	35827.9	0	0	0	0	975.036	0
WDCP	26745	32130.1	39102.4	8077.23	12364.3	3365.1	10439.4	9006.32	12985.5	0	1358.05	1538.05	6503.19	5988.16	7451.22	13153.5	18390.7	28658	0	0	0	0	0	0
YTHDC2	37354.1	36639.1	52540.5	10589.3	12605.4	5614.2	34146.9	34428	43449.2	9819.27	9582.28	8706.22	25632.7	31879.8	25253.7	42751.2	46878.2	59742.7	0	0	0	474.013	0	0
AZI2	26265.6	23381.5	32725.8	0	0	1531.05	16079.4	14005.3	20045.5	0	0	0	2469.08	0	3244.09	19259.5	18454.4	17624.4	0	0	0	0	0	0
EPS8L2	11570.4	0	14160.5	0	0	0	17240.5	10721.3	16082.5	0	0	0	0	0	0	15455.5	7051.18	3506.21	0	0	0	0	0	0
RPAP3	68345.7	66651	128807	12998.5	20110.7	15614.6	46411.5	38554.3	75865.7	6358.21	7807.25	7408.22	14916.5	14446.5	14718.5	68979.6	61960.2	76238.9	0	0	0	2317.08	1907.06	3575.11
BCAS3	33690	30607.9	37404.1	0	0	0	28772.9	24548.7	27468.8	3253.09	2886.07	3129.08	10249.3	11518.3	10791.3	34101	33003	31743	0	0	0	0	0	0
LDAH	9851.29	10720.3	14235.4	4291.13	5737.16	3630.1	9400.27	9075.27	11600.3	0	0	0	3695.11	0	3464.09	8776.26	12413.3	20495.6	0	0	0	0	0	0
ANTXR1	4608.11	3034.07	4651.11	2268.06	4825.12	726.027	891.023	608.02	1016.04	0	644.027	0	1479.04	0	0	0	3814.09	8103.24	0	0	0	0	0	0
C19orf44	3846.11	3018.09	6423.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR55	0	4783.11	0	12141.3	17123.4	10079.2	5604.15	5430.12	781.036	0	0	0	0	0	0	12432.5	11547.3	16230.4	0	0	0	0	0	0
RANBP3	4474.15	3579.1	0	11501.3	13717.3	9874.25	0	0	0	0	0	0	0	0	0	7067.21	15081.4	9468.3	0	0	0	0	0	0
DCTPP1	4105.11	2578.06	4921.13	3571.09	4836.12	3971.11	4251.12	2898.07	5632.15	4361.11	3628.09	2649.06	2512.07	1918.05	2955.08	2727.07	5789.15	10084.3	2485.07	4350.1	3417.09	2837.07	3290.08	4521.12
SH2D4A	37779.2	30249	46789.6	20018.6	24153.8	7646.23	83344.6	64379.9	96441.4	5610.17	8227.24	6952.22	17160.5	20278.7	15117.5	67760.3	59340.9	43820.4	0	0	0	3210.1	0	3441.12
EXO5	24356.7	22823.6	72788.1	17581.5	26816.7	13106.3	16899.5	12990.3	18802.6	4316.11	4600.12	5311.14	10074.3	6737.18	9165.23	21127.6	23527.7	33492.9	0	0	0	0	0	0
PEAK1	32020.9	27645.7	40171.2	7530.21	12231.5	4350.11	77985	69157.9	80632.2	11505.3	15627.4	12903.6	17987.5	22122.6	19410.5	53750.6	52148.4	56453.6	0	0	0	2613.07	2756.07	1950.06
CPLANE1	14986.4	12930.3	18724.5	0	0	0	5839.15	5151.13	7589.2	0	0	0	6251.16	12883.3	10869.3	11364.3	10458.4	12498.4	0	0	0	0	0	0
RPF2	12389.3	17208.4	19469.5	8561.22	12062.3	7938.19	9351.25	8225.21	12676.3	3756.1	3884.11	2588.06	3445.09	2794.07	3926.09	10669.3	16371.4	29183.8	2553.07	0	0	1459.04	0	1588.07
SYNC	14917.6	14228.5	21309.6	0	0	0	5309.18	3173.1	7302.26	0	0	0	2187.06	0	0	6511.22	0	8701.29	0	0	0	0	0	0
DOCK5	16728.4	9175.28	24172.9	0	0	0	13102.5	11620.3	15362.4	0	0	2513.06	3069.09	4153.15	6110.16	16148.6	18533.5	20960.6	0	0	0	8627.19	0	0
WDR26	0	0	0	0	4072.11	2794.07	0	3509.09	10401.2	0	1448.04	0	0	0	0	0	3411.1	17652.4	0	1034.03	0	0	0	0
TDRD3	19079.5	15118.4	16183.4	0	0	0	20048.5	16803.4	8225.34	0	0	0	7089.29	7901.31	20695.6	6794.3	21693.5	19905.5	0	0	0	0	0	0
C8orf33	7780.25	6364.22	7917.29	7006.22	7536.23	5213.17	2027.08	0	0	4796.14	5605.17	3270.1	3968.12	3331.1	3650.11	1746.06	9014.29	8583.28	4402.12	6991.23	7399.23	5297.16	4142.14	4715.14
SUDS3	0	0	0	4668.1	9273.33	9234.34	0	0	0	0	0	0	0	0	0	0	5566.13	0	0	0	0	0	0	0
SCAF1	0	0	0	1390.06	1694.08	1645.04	1372.07	0	0	0	0	0	0	0	0	3122.09	3897.18	7382.18	0	0	0	0	0	0
PLEKHG2	18650.6	12811.4	20698.7	0	0	0	15246.6	12887.5	56628.6	0	0	0	2318.08	2865.07	2884.1	12460.4	15293.5	27906.8	0	0	0	0	0	0
AUNIP	0	0	0	0	4290.12	1723.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCSER2	2057.1	2695.14	4424.12	0	0	0	0	0	0	0	0	0	6528.2	6415.17	6589.23	0	0	0	0	0	0	0	0	0
NRDE2	0	0	0	3278.12	12815.4	6089.15	0	0	0	0	0	0	0	0	0	7103.19	1792.06	8701.27	0	0	0	0	0	0
PHAX	5370.15	5279.14	7869.24	44407.3	55400.7	42027.1	5799.18	5248.15	9584.28	0	1624.05	0	4383.12	3305.1	3919.11	32667	37853.1	53958.5	0	0	0	0	0	0
GEMIN7	1604.06	1500.06	1975.07	0	0	0	0	0	0	0	0	0	0	0	0	0	2357.09	5366.2	0	0	0	0	0	0
ACAD9	1581.06	9938.4	12563.5	0	0	0	0	0	2271.09	0	0	0	0	0	1010.04	0	0	3359.12	0	0	0	443.012	0	0
NT5DC2	30001.8	35970	15249.4	37498	51107.4	29847.8	3843.1	3131.08	5174.12	25819.7	28787.7	1149.03	1599.04	1536.04	12392.3	18787.5	9297.26	8014.2	0	2401.06	0	18906.5	23465.7	18775.5
YY1AP1	1337.05	0	0	4316.17	6747.28	2235.06	906.028	1447.04	0	0	0	0	1845.07	981.024	2925.1	8975.3	8444.31	8287.38	0	0	0	0	0	0
KAT14	0	0	0	0	7020.18	2485.06	0	0	0	0	0	0	0	0	0	10612.4	9741.24	11471.3	0	0	0	0	0	0
ZNF430	0	0	0	1706.05	8339.23	4733.11	0	0	0	0	0	0	0	0	0	0	5884.16	2228.07	0	0	0	0	0	0
CAAP1	0	1271.05	2644.07	2764.06	11686.3	1199.03	0	0	0	0	0	0	0	0	0	8489.2	9354.22	9802.25	0	0	0	0	0	0
