Protein	Empty_1	Empty_2	Empty_3	EGFP_1	EGFP_2	EGFP_3	EGFR_1	EGFR_2	EGFR_3	PDHA1_1	PDHA1_2	PDHA1_3	RAB11A_1	RAB11A_2	RAB11A_3
MT-CO2	0	0	0	0	0	0	0	0	0	22056.145	67611.914	19231.809	0	20753.898	0
SOD1	178953.58	199794.44	173882.8	78960.39	100423.24	73239.71	273240.97	364544.7	295388.47	86080.52	97365.1	166725.9	219048.75	182630.62	164619.44
PNP	0	8315.158	0	0	145961.7	0	15754.7295	18522.828	48514.52	0	29683.066	17521.576	55855.094	49773.156	98473.48
HPRT1	521972.72	588264.6	454945.75	954505.1	649994.25	543796.8	629572	827816.56	573161.7	557911.44	816527.25	889984.4	896589	1033742	860027
GOT2	0	15329.066	0	0	0	0	0	0	0	24877.176	62178.125	73615.77	0	0	0
ABL1	0	0	0	0	0	0	0	0	40946.055	0	0	0	0	0	0
EGFR	0	0	0	0	684035.25	179594.08	2.20E+08	1.91E+08	2.04E+08	0	0	3267.2444	474654.4	133719.72	73687.78
PGK1	11510.531	74522.03	31830.14	101270.984	94353.734	112392.21	234138.62	265525.34	300105.22	99487.375	213382.14	124886.2	213293.92	252560.64	240367.78
AK1	17219.498	37567.18	33769.562	16603.34	0	0	51196.07	16044.657	50119.023	0	0	12473.412	62379.637	0	24292.137
C1R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	7.54E+07	6.76E+07	5.25E+07	2.57E+07	2.56E+07	2.42E+07	4.42E+07	4.50E+07	4.32E+07	8.17E+07	7.95E+07	6.66E+07	4.20E+07	6.16E+07	5.08E+07
ADA	340844	419025.28	315409.9	435449.62	408211.5	309059.94	230863.92	234429.52	59299.977	175804.83	157992.06	204709.58	598451.6	517746.62	534266.4
CA2	23168.973	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASS1	0	0	0	47130.184	159067.38	201884.97	0	6697.528	0	0	0	0	135173.97	84242.695	120048.2
C3	34147.953	34540.477	35568.297	0	0	0	0	0	0	0	0	0	0	0	0
CST3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSTA	0	11457.3125	0	0	0	0	0	0	0	0	0	0	0	0	0
MYC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRAS	0	0	0	0	0	0	0	0	0	0	0	0	0	14887.424	0
LDLR	0	0	0	0	0	0	0	20537.957	0	0	0	0	0	0	0
TGFB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-B	0	2301911	1538702	0	14205.825	0	58938.6	77782.25	52984.242	0	0	1948754.8	104475.17	39595.367	68389.125
HLA-DRB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL2A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT14	278078.56	1904161.9	1848097.4	490261.25	830286.4	2298698.5	265285.72	720097	356207.9	2664964.8	6027708	364975.06	752281.7	272447.4	1607780.8
KRT6A	45875.773	195954.17	491419.47	0	39555.01	0	0	32274.236	0	225349.86	552642.94	54584.67	112756.88	0	413788.88
LMNA	45834.773	51497.38	105176.17	36437.094	1896426.4	103980.75	213529.45	130194	149793.72	0	0	16627.836	135784.44	102262.62	136470.77
APOA1	43933.12	46444.33	46349.676	0	0	0	0	0	0	0	0	0	0	0	0
APOE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSN1S1	6839.5938	25085.537	0	0	19931.36	0	25841.727	0	15179.525	0	0	9529.361	26817.002	0	14397.388
CSN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11057.337
FGB	0	0	0	0	0	0	14130.896	0	0	0	7784.9487	10646.986	0	0	0
FN1	0	0	52934.29	0	0	0	107009.84	0	0	180969.75	56373.9	26123.773	0	0	0
ALB	0	0	0	0	0	0	778222.44	164932.45	309515.66	92308.16	13327.416	27603.355	0	0	0
TFRC	0	0	0	12176.678	0	0	753862.94	783585.44	789011.94	0	0	0	9247743	1.20E+07	9438403
STATH	7274.497	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	618496.9	805945.1	1654732.5	1812872.6	1691026.5	1558258.8	3041023.2	2980749.5	2809656.8	1090236.8	996118.44	1717088.8	1230058.5	2701975.2	2066495.1
	0	0	0	36249.684	57721.973	59830.496	163575.75	165354.03	173279.75	10674.395	0	36026.25	147824.5	197080.52	130454.84
MT-ATP8	0	0	0	47769.26	53761.965	54078.438	39086.336	46956.188	45289.082	0	0	0	85773.08	34031.844	42835.457
VTN	0	0	0	0	0	0	108952.81	55972.023	69722.484	0	0	0	0	0	0
CAT	0	10509.98	43810.453	0	42884.73	138030.88	0	0	0	118080.7	267670.66	0	193270.08	60002.023	20385.238
RAF1	0	26160.434	0	36452.902	111783.21	163641.44	66667.45	72588.664	20469.512	0	0	19502.262	116170.46	74578.29	112334.31
GBA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDOA	106669.56	144419.56	158273.14	364079.62	327287.12	131902.55	506660.84	639143.56	387026.53	487251.44	512008.28	412181.66	438183.12	659045.06	721844.25
CSTB	1312396.8	1568987.4	1199021.2	2530650.2	1789517.6	1621683.8	2490730.5	3163953.2	2049213.5	918561.1	1921688.4	3037856.2	2771981	3284429.2	2943376.8
ANXA1	0	0	0	194317.05	223546.77	231142.62	172807.1	130346.26	186798.69	0	0	8264.148	218589.19	188144.67	169999.16
NR3C1	0	0	0	990026.5	1021841.6	887505.4	211501.44	151809.25	76339.34	0	0	0	291942.03	462064.56	333132.9
OAT	35436.246	80541.54	51552.184	48100.88	310669.62	180852.9	301228.2	342790.25	174894.6	388725.88	482587.34	558154.6	337304.47	371217.5	292796.75
TK1	0	15367.798	0	183722.8	129195.66	65352.29	26697.945	41584.14	12289.752	0	0	0	46494.176	43283.32	16845.71
KRT6B	0	14612.952	51656.34	0	0	0	0	0	0	13403.457	68087.695	0	0	0	0
KRT1	4416111.5	3.45E+07	2.07E+07	7231413.5	6783555	2.07E+07	4345127.5	1.48E+07	8018317	3.91E+07	7.80E+07	7384461.5	1.17E+07	5048759	8377039
TUBB4A	0	8289.515	7346.866	205906.58	137824.62	171728.44	50088.57	18603.018	57087.43	0	0	31778.717	133419.83	124141.77	98823.6
GAPDH	232258.62	485710.16	531351.1	534296.94	293366.9	312086.78	585079.75	700855.6	506942.06	454220.1	483932.78	377106.5	400339.03	410966.25	384885.7
HLA-A	261889.03	343571.66	249751.9	370876.44	366463	314709.12	652311.9	819593.44	613204.4	331252.88	444411.1	545561.7	757213.1	971406.5	799963.06
ERBB2	0	0	0	0	0	0	41702.89	70462.79	79189.45	0	0	0	0	0	9566.172
CAPNS1	0	0	0	36672.945	12360.321	0	31980.445	54833.28	31003.453	0	0	16482.432	34732.613	65816.32	50025.312
TP53	0	0	0	178359.25	404886.3	232484.92	0	22984.605	14169.056	0	6548.2207	0	49034.47	31666.875	29930.51
HSPB1	0	16644.482	4836.4146	0	0	0	0	0	0	0	0	0	0	0	0
TYMS	39484.688	67126.87	31573.396	151473.77	255575.03	68681.5	243936.48	97581.73	124254.54	36066.09	45956.56	72654.414	298583.94	130063.766	194916.7
RPN1	46622.71	38239.414	68824.36	221688.78	287439.38	276575.2	267742.03	255982.17	270664.3	28929.09	51581.07	62806.19	261197.14	257626.92	253598.3
RPN2	0	0	0	33960.074	0	0	0	0	119883.984	0	0	0	0	0	10570.691
GNAI2	0	0	0	113422.23	80718.36	66973.67	73663.7	54358.78	29394.188	14952.088	17037.139	19389.387	101971.05	45334.008	82764.984
SLC4A2	0	0	0	0	0	0	657795.2	748083.2	875522.5	0	0	0	23545.889	95319.92	0
ATP1A1	231391	294344.1	263147.56	613014	1047910.3	806647.4	1663902.1	1455616.6	1622424	253588.27	364503.47	452443.7	1378338	1392358	1342861.6
APP	0	0	0	0	0	0	32358.54	58591.79	68109.5	0	0	0	306159.62	308073.38	263737.06
ARG1	0	50292.477	69598.99	0	0	69924.86	0	0	0	74349.32	264558.97	0	0	0	0
ALDH2	0	0	0	11742.806	97705.664	23540.29	0	41696.36	0	183767.27	359030.8	282647.53	45502.453	65223.25	113961.39
S100A8	0	0	0	0	0	0	0	0	0	11850.084	0	0	0	0	0
HMGN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A5	396272.62	683535.9	843753.75	1324757.8	1852096.1	1608972.6	1456637.5	1517595.4	1807035.8	990599.1	1620252.8	1853351.2	2639135.5	2951733	2492311.2
PCCA	3.62E+07	3.97E+07	4.54E+07	2.32E+07	2.47E+07	2.72E+07	1.82E+07	1.62E+07	1.52E+07	1.70E+07	2.14E+07	2.02E+07	3.97E+07	3.77E+07	3.86E+07
PCCB	252080.31	374696	444545.12	161738.62	318069.88	219093.1	140815.62	92743.31	74129.75	255394.8	509701.97	663057.7	435600.62	226792.56	268005.1
EIF2S1	18275.95	32720.375	27555.625	321203.4	244104	308501.28	317094.22	209770.72	404477.25	43863.55	101183.09	178837.55	266016	392153.2	318650.28
RPLP1	60037.465	49484.17	49670.65	243837.56	216676.03	228109.53	203493.06	280836.4	177802.94	185551.97	202182.12	171682.7	372532.44	231652.97	315157.47
RPLP2	0	0	0	201078.56	227428.06	197932.03	76524.586	75217.59	103249.64	0	0	0	154454.7	78253.375	87870.64
RPLP0	294776.6	406314.47	248601.08	472371.38	719362	660117	833743.56	1033356.2	785648.25	766718.44	778549.5	792737.56	919361.4	972742.8	959243.4
JUN	0	0	0	485923.72	57296.94	413684.62	0	0	66962.32	0	0	0	431646.8	61442.5	19544.785
POLR3D	0	0	0	326653.3	114771.94	495827.34	264909.56	273541.8	240107.22	0	0	0	324748.94	108498.45	213791.84
SSB	0	0	0	181428.6	172566.28	84614.016	31419.736	22998.012	0	0	0	0	0	19702.152	35361.453
TFAP2A	0	0	0	0	19927.02	13241.341	0	0	0	0	0	0	0	0	0
ITGB1	0	0	0	0	0	0	28399.205	40704.93	1805029.5	0	0	0	130752.66	153767.53	137129.2
KRT18	0	0	0	12755.661	0	0	0	0	0	0	0	0	0	14216.386	0
KRT8	0	14024.715	31077.688	203858.53	382350.2	307981.56	400609.12	249557.38	466773.9	0	37036.34	0	326510.1	291312.44	409265.53
INSR	0	0	0	31698.055	0	0	135053.45	104580.86	149874.9	0	0	0	65197.28	91967.37	80188.83
FYN	0	0	0	0	0	0	61425.594	51402.773	0	0	0	0	0	0	0
GLA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RB1	0	0	0	104398.45	52078.28	51360.53	22849.885	24450.512	410450.38	0	0	13251.746	0	45423.594	21405.658
PTMA	8828.668	11955.994	14229.619	0	0	0	0	0	0	0	0	19321.21	0	0	0
CDK1	18566.398	183304.12	121507.39	830731.75	738131.5	591811.06	596866.1	658084.7	650247.56	0	10907.981	15844.383	754770.44	771581.9	662712.3
ATP5F1B	0	0	0	0	31498.957	22906.58	0	0	0	1170574	2222396	2034351.8	188931.02	16876.95	60156.375
S100A9	0	0	0	0	0	0	0	8359.775	0	5904.2227	31608.64	0	0	0	0
birA	737088.44	581588.25	512045.53	215109.64	308455.75	342046.34	420203.56	496731.94	340187.34	692855.9	880716	537233.75	654127.75	485573.1	965137.44
EIF4E	3602.4785	6717.816	0	30880.398	17264.797	13960.11	44342.633	14023.808	15720.586	0	19896.877	18431.428	19791.186	37540.29	17723.475
ENO1	323021.7	423537.94	388510.12	1080086.2	918276.75	765851.2	1323964.1	1916203.6	1331831.9	1460128.6	1522505.2	1609525.6	1133578.8	1276204.2	1412015.4
PYGL	0	12150.916	0	280692.2	574333	441475.12	326293.12	134161.1	243304.53	24340.307	5969.256	32848.57	318883.56	375358.53	293311.34
GPI	8453.405	33793.39	14539.518	1851831	2344704	1913213.1	464625.34	464207.22	486337	93469.984	115268.25	69024.71	810783.94	608765.2	701285.1
NPM1	124337.95	165336.89	154785.69	4591002.5	6748701	4802403	1812500.2	2135648	1619022	990003.56	1215161.1	1187111	4109550.5	2687028.5	2526045.5
TPM3	63983.332	82201.08	50748.56	79279.7	61783.43	28295.293	52125.64	29258.666	22254.523	30256.438	63604.773	45892.734	133323.83	77421.19	52277.46
ITGAV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LPL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEXA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2BC11	104883.41	182783.92	121745.69	78537.88	125853.61	130900.5	113865.05	142354.03	84851.08	192904.52	263853.78	270428.12	153808.92	188172.88	112552.81
EPHX1	0	0	0	0	0	0	0	12878.004	0	0	0	0	59786.76	46028.24	0
LDHB	120741.55	154109.8	122565.8	1169005.6	677115.9	785848.06	1334517.2	1510908.9	1308147.4	382652.53	498296.38	763350.7	899434.4	831143.8	846501.7
NEFM	0	0	0	123802.17	106868.2	108780.84	0	0	0	0	0	0	0	0	0
CENPB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPX1	88091.94	155150.69	222546.78	157191.97	137176.67	117065.95	221834.28	178134.75	209531.81	64617.695	113912.266	155252.6	269794.53	349051.2	230012.9
P4HB	38037.97	57244.72	41127.734	55471.312	57332.445	64095.305	219116.98	237760.16	214103.31	24293.299	48881.562	126080.78	183981.92	192774.19	157022.1
H1-0	0	2073.9944	0	0	39685.914	0	0	0	0	0	25418.68	28446.95	82243.86	0	0
CTSD	0	32392.34	41520.215	0	0	0	0	0	0	0	17477.014	0	0	0	0
ANXA2	420936.72	791313.25	560919.56	1217694.1	698090.9	992038.2	1447337.9	1258362.5	1168963.2	476940.34	625477.44	460064.2	1347547	1130682.2	1286211.5
CAPN1	3269.4355	10599.178	3665.614	967455.3	1126969.8	1018301.75	1455201.5	1328305	1724951.2	13708.353	37524.75	10552.894	1028402.8	1174406.8	1052489.2
TUBB	4397952.5	5092677.5	5373321.5	1.11E+07	1.75E+07	1.81E+07	1.73E+07	1.63E+07	1.84E+07	6422732.5	7546440.5	1.08E+07	2.72E+07	2.63E+07	2.48E+07
PRSS1	6966082	6109236	5928263.5	2912246.2	4117004.8	2679325.2	4949023	5998096.5	5554652.5	4561949.5	5374452.5	6115561	4026700.8	7401695	6852278
PSAP	0	0	0	0	0	0	0	0	0	0	0	0	0	56269.664	0
HEXB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTSL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PFN1	80066.625	104158.836	70796.62	0	144638.11	147346.39	289261.06	267386.66	239337.16	199713.17	281970.22	220663.48	212239.69	311129.88	399002.78
APRT	0	0	0	0	0	0	0	0	0	16950.611	23381.842	0	0	0	0
EPRS1	38989.24	43197.188	83969.41	3135389.5	3001134.2	2806940	2069966.2	1770462	1774042.5	223557.5	450701.97	703906.3	2465775.2	2174422.8	2104785.5
CTSB	0	17102.234	0	32633.47	25713.912	29720.395	0	0	0	0	0	0	59393.367	20783.078	38568.453
HSP90AA1	828165.4	1244829.8	1170313.1	2654372.5	2639874	3151933.2	3440286	3067747.2	3331709.8	784157.56	1312907	1704342.5	2719953	2768318.5	2825312
HNRNPC	97135.39	172777.44	84765.13	350391.06	504267.2	385120.25	809060.7	728370.4	726089.75	181423.97	399367.84	207659.78	298249.6	518035.1	328286.25
LAMB1	0	0	0	0	0	0	9776.176	0	0	0	0	0	0	0	0
YES1	0	0	0	65387.68	0	0	0	39625.15	44031.617	0	0	0	41360.83	55915.797	24938.584
LYN	0	0	0	0	0	0	75895.44	99164.89	39320.863	0	17637.514	25945.271	14027.246	0	11478.647
FH	0	0	0	32566.406	13187.318	0	0	49842.383	21098.715	10362.234	51503.887	66140.516	56963.94	0	62092.785
ERCC1	0	0	0	0	0	0	16802.113	0	0	0	0	0	10495.379	0	0
SP1	13396.752	17382.008	14098.396	44891.25	46720.914	39891.406	24808.709	57444.17	19265.457	22590.238	25720.87	26343.76	48487.613	37627.703	83549.69
IGF1R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5334.083
ANXA6	0	8435.148	13379.293	514125.75	753001.7	499182	483445.66	363803.75	454713.88	0	10608.262	0	835688.94	804468.44	694943.5
ABCB1	0	0	0	0	0	0	0	0	0	0	0	0	157137.17	256534.5	150312.06
SLC3A2	0	0	0	105762.66	60201.168	83851.03	895120.9	758582.06	845425.4	0	8770.315	0	732580.94	555142.2	627884.4
NR3C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUSB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PFKM	37194.82	19879.621	39259.992	238437.56	311643.62	252780.9	288971.66	222061.9	343060.3	15723.178	86978.984	120602.83	424271.28	280627.6	397560.47
HSP90AB1	1440585.1	1765409.5	1897639.4	8009809.5	7474912	8160592.5	8593372	6619968.5	8270021	2083321.2	2889393.5	3676417.2	6806260	8410114	6810114.5
SRPRA	0	0	0	210040.06	407651.16	183149.2	1095428	1214089.6	947976.2	0	8432.875	10244.934	945693.44	896195.44	891951.75
ASNS	4382.6587	0	0	140492.56	155091.27	170485.62	152688.39	182958.64	174618.95	44653.094	76288.41	50564.08	200366.48	168801.95	185322.69
PDHA1	11303.494	54568.613	28221.46	38826.895	114176.586	51576.242	111243.52	193592.92	81586.125	7.45E+07	8.78E+07	9.79E+07	120614.57	179754.5	197904.53
COL4A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNRPB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MET	0	0	0	0	0	0	49334.062	15412.372	28605.693	0	0	0	21241.145	121499.39	50257.52
MELTF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNRNP70	46266.28	101798.766	54657.918	221188.12	370185.25	380391.97	62010.117	99537.445	19951.705	78972.695	64964.582	105392.3	209518.22	310634.25	227546.27
NFIC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIM	123215.25	225862.19	116214.984	1542572.6	1604327.4	1503523.4	1369727.4	1433132.8	1293775.9	254571.84	603255.6	522094.7	1025972.5	1276719.1	1087322.6
RPS17	91297.89	146026.83	97388.01	289386.1	269611	432014.16	347488.3	668627.25	361687.53	390254	312524.62	280370.47	660344	713097.1	898815.7
KRT19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168575.75
GNAI3	42660.938	56271.625	52776.17	169107.19	167945.8	180116.8	217369	224310	213996.5	64842.27	93199.05	110618.37	196371.12	190451.8	189329.48
ANXA5	0	0	0	2525528.2	1207707.1	1355149.5	1525108.5	1499057.1	1515225.5	21980.256	26873.258	32239.922	1106440.9	1287231.1	1154516.5
KRT16	45561.023	135588.58	206252.94	27153.08	518594.72	53258.586	0	108802.16	17515.86	353838.47	865355	20788.514	145828.38	0	645126.25
RPSA	24310.584	32509.918	0	77911.945	104595.78	39768.88	68408.74	79628.36	0	0	28706.316	17412.822	86553.266	0	95907.76
MRPL3	0	19390.729	24395.566	29454.334	41918.215	43173.547	43575.734	37435.37	39223.184	176349.23	291020.56	396428.34	113562.81	77089.31	111417.5
SNRPA	0	0	0	0	0	0	0	1301712	0	0	0	0	3808657	0	0
ACAA1	0	0	0	0	0	0	0	0	10438.025	0	17331.416	0	0	0	0
SRP19	14878.414	18136.543	16616.188	0	22966.812	13518.92	10155.84	9723.974	0	0	0	14390.549	19769.992	6085.3784	33880.227
GSTP1	0	44104.27	9099.478	78403.25	103376.3	74718.59	43596.246	115165.33	0	28625.9	121883.31	0	230947.12	216832.27	249472.16
SNRPC	12143.926	24676.254	22093.883	68937.41	70237.67	68887	74286.53	82419.08	68930.46	30194.744	44122.805	31815.635	42575.79	47846.004	62503.664
HMGB1	0	0	0	38360.195	0	0	0	9831.41	0	0	0	0	11062.377	9728.9375	17224.09
CLTA	0	0	9911.816	0	0	0	0	0	0	0	0	16305.43	0	25664.906	0
CNP	0	0	0	0	42698.273	62928.316	444465.2	353085.2	134631.53	0	51219.96	60807.637	150550.4	95860.74	112860.07
DLD	0	6974.182	0	195138.53	234061.83	282972.12	142455.47	74861.05	73560.766	139165.72	287931.56	272955.66	281429.56	106996.22	161564.44
HNRNPA1	6947.965	8329.232	28583.043	164048.92	409678.44	236753.03	246056.12	399571.25	163464.52	65186.734	74696.83	114716.35	176454.94	138756.86	165720.31
SNRPA1	13272.885	0	0	0	85224.84	38668.633	92173.55	49018.29	34958.984	0	0	22773.57	108652.72	187960.98	115347.19
PARP1	1462402.1	2090681.1	1751564.1	4485707.5	4235403.5	4084845	2742189.2	3405675.2	3238268.5	717562.3	1003268.94	1428451.1	4768170.5	4451503	3590438.2
POLA1	0	0	0	369163.34	630373.25	480976.94	126092.9	207905.1	145926.44	13136.386	48583.72	34029.336	340120.1	268607.4	158803.62
UCHL1	969581.7	1469472	1137577.6	2322488.2	2646440.2	2393016	2018476.4	2397262.5	1584664	787541.25	1077782.9	1438039.2	3359508.2	2535988	3288133.8
FURIN	0	0	0	0	0	0	0	0	0	0	0	0	0	16148.231	0
LTA4H	0	24344.48	22643.266	164911.53	239342.22	215026.89	137184.36	212840.33	157316.86	74042.23	104010.53	89059.23	189697.27	273339.47	319950
ALDOC	0	0	0	57308.703	64706.227	27982.867	104955.766	161366.22	120455.22	98686.6	134956.02	109119.61	85871.14	133407.97	147106.05
H2AZ1	0	0	0	0	6993.177	18105.104	0	0	0	0	0	29039.07	0	6157.915	4804.3784
MSL3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DERPC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMSB15A	10009.772	28054.447	11555.883	30913.598	31079.953	31468.78	28002.72	59764.7	0	23201.043	22998.285	9278.919	79498.05	0	86173.01
UBB	114731.66	131745.22	183692.31	1512571	1519148.8	1148739.4	2060999.5	1910925.5	1800329.4	204250	399328.88	417912.94	1927747.1	2683153.8	2113680
RGPD1	0	0	0	104991.58	139120.38	110495.53	0	0	0	0	0	0	31461.57	0	0
HSPA1A	5136527	7433707.5	4497533	1.44E+07	1.21E+07	1.26E+07	1.28E+07	1.56E+07	1.15E+07	6367955.5	7138912	8558643	1.36E+07	1.53E+07	1.52E+07
U2AF1L5	31160.041	34257.5	30180.07	134726.67	117980.48	92431.625	76841.25	96624.586	55435.07	51414.64	71489.24	40437.43	105196.47	67626.65	82881.48
CBSL	227818.53	312595.8	243773.61	569966.25	612466.9	554732.2	385389.7	454900.9	411396.12	116364.3	155933.88	204875.6	803003.75	628282.25	678909.44
CALM1	0	0	0	0	29698.479	24312.43	14531.563	0	0	0	0	0	0	97347.72	19509.418
ERCC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF9	0	0	0	39084.027	76885.92	47854.03	0	0	26520.906	0	0	0	0	0	0
ZNF875	0	0	0	0	35568.594	0	0	0	0	0	0	0	0	0	0
RO60	0	0	0	22495.053	33842.785	74479.73	40687.945	17543.459	77802.016	0	0	0	82085.26	91440.94	46518.72
MYBL2	0	0	0	1029918.44	1256849.6	1367602.1	0	0	10989.867	0	0	0	23339.074	20986.479	46912.695
GAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-C	42384.92	53351.953	117994.59	69455.12	145536.47	145732.88	225793.88	219155.11	167024.4	54841.184	139516.64	154017.66	84173.14	230699.47	85497.25
ARAF	9713.794	16537.484	7233.8193	151741.67	62756.906	124841.09	204765.62	153949.1	211080.83	0	10746.112	34464.82	109960.14	138542.84	168449.48
H1-4	107533.95	96642.39	90081.95	0	0	0	886073.1	1025156.75	1334210.1	533697.9	834063.94	1050939.2	308910.53	1368576.2	1017614.75
DLAT	0	7089.1895	0	40187.85	111824.516	31675.455	30138.816	38768.41	28438.395	6324840	1.04E+07	6899232	107488.23	0	43744.258
PTPRF	0	0	0	0	0	16187.933	106546.79	131607.67	127838.91	0	0	0	0	8699.859	11701.164
TXN	2890127.2	3329033.2	2973680	1810112	1758507.9	1983109.9	2510901.2	3218996.8	2149199.2	1855023	3056567.2	3875450.2	3649362.5	5679900.5	4977883
COX5B	0	0	0	0	0	0	0	0	0	28715.96	62601.883	127674.6	0	0	0
MGST1	0	0	0	0	0	0	0	0	0	0	0	0	0	29578.22	0
PRKAR1A	0	0	0	97684.4	94031.01	170176.72	202104.84	216298.84	233913.6	0	0	0	210756.44	378768.7	407461.62
KIT	0	0	0	0	0	0	0	22688.674	23239.62	0	0	0	0	40832.395	35200.16
ESD	0	0	0	54082.098	22462.77	17962.941	11227.979	20855.375	0	6163.2812	10667.523	0	35470.35	10014.926	0
HSPD1	2375354.5	3086531.2	2465330	1622542.6	2398176.2	2005242.9	2844556.2	2916712.8	1798065.2	5351711	9926404	7433760	5933649.5	2892922.2	3479438.8
CLU	0	0	0	0	0	0	0	0	0	0	10890.635	0	0	0	0
HAPLN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPA5	415327.88	565046.06	618606.44	1652706.6	2275619	2186538	3510898.2	4116883	3457029	631113.25	824037.2	993801.2	2583996.2	2948209.2	2753705
LAMC1	0	0	0	0	0	0	12846.447	0	11830.131	0	0	0	35419.113	16123.476	11518.221
HSPA8	1091765	1702007.2	1974025.8	6393179.5	5886892	5017784.5	1.23E+07	1.35E+07	1.15E+07	4263822	4410958.5	3566964.2	5153451	7838982	6693198.5
SLC2A1	0	0	0	29810.148	22734.943	9909.824	210653.4	145074.1	126908.03	0	18705.336	22765.463	24591.787	56423.418	48236.39
EPB41	0	0	0	155322.89	192566.77	216799.11	2831468.5	2518006.8	3152537.8	0	0	0	683896.56	585137.44	940656.1
UMPS	0	0	0	0	37709.93	0	0	16672.2	0	0	6170.421	0	16526.842	43624.01	15345.562
PDHB	0	0	0	0	0	72161.42	98181.164	43859.688	0	1015851.1	1868773.1	1512737.1	203780.62	47605.695	249175.27
DBT	0	0	0	0	0	0	0	0	0	43063.16	229582.03	125266.53	0	0	0
PYGB	0	0	0	22983.416	19434.092	24011.43	141142.84	126091.6	140844.27	0	0	35805.023	73839.19	77612.83	49807.184
PYGM	0	0	0	0	0	0	0	0	0	0	0	11161.566	0	0	0
RALA	0	0	0	0	0	0	0	0	0	0	0	0	24903.137	0	0
BCR	0	0	0	215138.39	51389.953	153578.81	240056.62	237539.94	258443.92	0	0	0	101978.11	122132.07	175272.25
ACADM	0	0	0	0	0	0	7966.5664	10441.463	0	266270.62	467613.25	537845.25	0	32693.576	0
FGFR1	0	0	0	0	0	0	22738.658	22884.453	26264.531	0	0	0	0	22872.39	19978.195
TOP1	138929.83	28391.268	16772.316	118507.26	200643.83	116132.875	86228.55	76492.234	79887.09	53877.73	81578.695	89331.73	327159.38	145533.81	224483.11
TOP2A	0	11889.708	18427.871	2382633.2	2933842.8	2834940	1537187.8	1279839.8	1407126	60807.07	164974.52	408090	1413031	1135451.5	1337184.8
G6PD	259698.55	382903.06	273417.8	233976.75	127456.16	192263.98	189430.22	250137.84	215427.81	65728.98	118553.21	189268.8	428513.84	400673.56	456818.03
UBL4A	0	0	0	0	0	0	0	0	0	0	0	0	43342.75	72704.484	63179.082
PC	5.42E+07	6.11E+07	8.43E+07	3.28E+07	4.04E+07	4.03E+07	3.93E+07	3.91E+07	3.40E+07	3.88E+07	4.91E+07	4.42E+07	6.81E+07	5.93E+07	5.85E+07
DMD	0	0	0	0	0	0	53458.71	49793.594	70051.89	0	0	0	0	0	0
MTHFD1	265088.34	366564.56	341885.44	721153.94	808263.6	644718.94	1329849.5	1416056.4	1301731.9	243240.31	489474.3	582786.44	1235685.6	1277220.4	1051050.4
IGF2R	0	0	0	320260.6	392065.22	439898.9	2453904.8	2074407.9	2258576.2	0	0	0	4386677	5163034	4375042
